percent,MAE,MSE,R2,MMRE
10,3.402877697841727,17.661870503597115,-0.61334474313757,1.0220854085962001
15,3.6258992805755397,19.712230215827333,-0.8006373100598541,1.1362294779560969
20,3.6115107913669067,20.057553956834525,-0.8321813213309757,1.1196504334993544
25,3.258992805755396,17.302158273381288,-0.5804863980634851,0.9501337391625161
30,3.1223021582733814,16.40287769784172,-0.4983405353782726,0.8441431470208449
35,2.964028776978417,15.453237410071939,-0.41159450438268874,0.8031082826046856
40,2.8129496402877696,14.093525179856112,-0.2873899600026477,0.729551743220808
45,2.7194244604316546,13.438848920863304,-0.227587771967813,0.7092141671278364
50,2.7338129496402876,13.798561151079133,-0.2604461170418979,0.7336745987825124
55,2.6258992805755397,12.237410071942442,-0.11784089942036924,0.7210846707249585
60,2.661870503597122,12.143884892086328,-0.1092977297011073,0.7373178380372625
65,2.4820143884892087,10.913669064748198,0.0030778104522631855,0.7137797454344218
70,2.4892086330935252,10.762589928057551,0.016878315383378917,0.691131710016602
75,2.58273381294964,11.374100719424456,-0.03898087124256544,0.7418788046485888
80,2.5755395683453237,11.064748201438846,-0.010722694478852546,0.7599750968456006
