percent,MAE,MSE,R2,MMRE
10,0.9090909090909101,3.272727272727275,-0.09999999999999964,0.18181818181818193
15,1.0000000000000009,3.3636363636363664,-0.1305555555555553,0.20454545454545467
20,0.9090909090909101,3.272727272727275,-0.09999999999999964,0.18181818181818193
25,1.0000000000000009,4.0909090909090935,-0.37499999999999933,0.19318181818181832
30,1.0909090909090917,4.181818181818184,-0.405555555555555,0.215909090909091
35,1.0000000000000009,3.909090909090912,-0.31388888888888844,0.17045454545454558
40,1.0909090909090917,4.181818181818184,-0.405555555555555,0.215909090909091
45,1.1818181818181823,4.272727272727275,-0.43611111111111045,0.23863636363636373
50,1.1818181818181823,4.272727272727275,-0.43611111111111045,0.23863636363636373
55,1.3636363636363638,4.272727272727274,-0.43611111111111023,0.26136363636363635
60,1.272727272727273,4.181818181818183,-0.4055555555555548,0.23863636363636367
65,1.1818181818181823,3.545454545454547,-0.19166666666666599,0.25000000000000006
70,1.3636363636363638,4.454545454545457,-0.49722222222222157,0.2840909090909091
75,1.5454545454545454,4.6363636363636385,-0.5583333333333322,0.32954545454545453
80,1.5454545454545454,4.6363636363636385,-0.5583333333333322,0.32954545454545453
