percent,MAE,MSE,R2,MMRE
10,2.3333333333333335,8.636363636363637,-0.18806252960682168,1.4179778554778553
15,2.3333333333333335,8.454545454545455,-0.16305068687825708,1.419590132090132
20,2.090909090909091,7.1515151515151505,0.016200852676456545,1.243958818958819
25,2.0,6.999999999999998,0.03704405495026053,1.1645396270396269
30,2.090909090909091,7.484848484848484,-0.029654192325912154,1.189695027195027
35,2.090909090909091,7.333333333333332,-0.00881099005210828,1.2428224553224554
40,2.1515151515151514,7.6060606060606055,-0.046328754144955075,1.2380244755244756
45,2.015151515151515,7.287878787878787,-0.002558029369966963,1.1839840714840715
50,2.0303030303030303,7.333333333333332,-0.00881099005210828,1.188529526029526
55,2.0,7.030303030303029,0.03287541449549958,1.1683275058275058
60,2.0,6.999999999999998,0.03704405495026053,1.1810800310800311
65,1.9848484848484849,6.8636363636363615,0.05580293699668404,1.1275446775446776
70,2.015151515151515,7.045454545454545,0.030791094268119212,1.1188325563325563
75,1.893939393939394,6.681818181818181,0.08081477972524853,1.0259032634032634
80,1.9545454545454546,6.712121212121211,0.0766461392704878,1.0838286713286713
