percent,MAE,MSE,R2,MMRE
10,2.1667006808510636,9.148542567378723,0.08199646772399782,9.880295863840008
15,2.088232595744681,9.091081574470921,0.08776234726917675,9.766986707849924
20,2.0971403971631206,8.995626255321987,0.09734073852744285,9.781550152262188
25,2.045565929078014,8.877629092201419,0.10918107394102838,9.716026336896315
30,2.0527148652482268,8.815016326243972,0.11546390422696495,9.714888889051625
35,2.0495942978723405,8.87305604255603,0.10963995312280217,9.720886153880691
40,2.0566864964539007,8.872528382981562,0.10969290072069904,9.717471994471678
45,2.042814156028369,8.931075957449647,0.10381798897688299,6.864766979942057
50,2.0324028085106383,8.934338312059575,0.10349063048962737,9.688539213670566
55,2.0442609645390073,8.97404043971915,0.099506750744637,9.689653659247666
60,2.05072904964539,8.942355333336172,0.10268616859899904,9.697977615886932
65,2.0283744397163117,8.824539730499291,0.11450828548427594,9.68229569891648
70,2.021906354609929,8.87575964539291,0.10936866215641627,6.8314831530123445
75,1.9913247943262413,8.768627673761701,0.12011873820982188,9.648978750827744
80,1.990133304964539,8.622670226953192,0.1347647269829375,9.64185309271753
