percent,MAE,MSE,R2,MMRE
10,1.0000000000000002,2.5714285714285725,-0.008000000000000007,0.9404761904761905
15,1.0000000000000002,2.5714285714285725,-0.008000000000000007,0.9404761904761905
20,0.9523809523809526,2.476190476190477,0.029333333333333322,0.8214285714285714
25,1.0000000000000002,2.4761904761904776,0.0293333333333331,0.6468253968253969
30,0.9047619047619049,2.285714285714287,0.10399999999999987,0.6071428571428572
35,1.047619047619048,3.190476190476192,-0.2506666666666668,0.5972222222222222
40,1.0000000000000002,3.2380952380952395,-0.2693333333333334,0.49404761904761907
45,0.9523809523809526,3.142857142857144,-0.23199999999999998,0.5734126984126985
50,0.9523809523809526,3.2380952380952395,-0.2693333333333334,0.5416666666666666
55,0.8095238095238096,2.904761904761906,-0.13866666666666672,0.48611111111111116
60,0.8095238095238096,2.904761904761906,-0.13866666666666672,0.48611111111111116
65,1.0000000000000002,3.333333333333335,-0.30666666666666664,0.6448412698412698
70,0.9523809523809526,3.190476190476192,-0.2506666666666668,0.621031746031746
75,1.0000000000000002,3.190476190476192,-0.2506666666666668,0.5734126984126984
80,0.9047619047619049,3.0000000000000013,-0.17600000000000016,0.5337301587301587
