percent,MAE,MSE,R2,MMRE
10,0.9533527696793003,2.193877551020408,-0.09159672572790378,0.5187448605815953
15,1.0029154518950438,2.4154518950437316,-0.20184436845922704,0.4813298945952007
20,1.0204081632653061,2.30466472303207,-0.1467205470935653,0.5235067653435002
25,0.9883381924198251,2.2842565597667637,-0.13656615894725932,0.5101928683561336
30,0.9766763848396501,2.30466472303207,-0.1467205470935653,0.4776369888614787
35,0.9883381924198251,2.3746355685131197,-0.18153559216661486,0.45042610450773723
40,1.0233236151603498,2.4854227405247813,-0.23665941353227637,0.4275883979965613
45,1.0699708454810495,2.7244897959183674,-0.35561081753186197,0.43912872841444267
50,1.1020408163265305,2.9110787172011663,-0.44845093772666034,0.41723854376915603
55,1.131195335276968,2.992711370262391,-0.4890684903118847,0.42132017642221725
60,1.1282798833819243,2.931486880466472,-0.45860532587296654,0.42093144950287814
65,1.1282798833819243,2.9489795918367347,-0.4673090871412289,0.4273454436719743
70,1.0670553935860059,2.739067055393586,-0.36286395192208065,0.4150276594154146
75,1.0291545189504374,2.610787172011662,-0.2990363692881566,0.3990169694251327
80,0.9883381924198251,2.3979591836734695,-0.1931406071909647,0.4121365029528295
