percent,MAE,MSE,R2,MMRE
10,1.2173913043478262,2.7173913043478266,0.04516771836599143,0.6853260869565218
15,1.1195652173913044,2.510869565217392,0.11773497177017589,0.6067028985507246
20,1.1521739130434783,2.6956521739130443,0.0528063766190634,0.6247282608695652
25,1.2065217391304348,2.9239130434782616,-0.027399535038193257,0.6503623188405797
30,1.1956521739130435,2.804347826086958,0.01461308535370287,0.6297101449275363
35,1.25,2.902173913043479,-0.019760876785121173,0.65
40,1.25,2.7934782608695663,0.018432414480238912,0.6282608695652174
45,1.2608695652173914,2.8478260869565224,-0.0006642311524409639,0.6394927536231884
50,1.2282608695652173,2.7717391304347836,0.026071072733311107,0.6054347826086957
55,1.2173913043478262,2.869565217391305,-0.008302889405513048,0.5706521739130435
60,1.2717391304347827,2.945652173913044,-0.03503819329126534,0.6119565217391304
65,1.2608695652173914,2.9565217391304355,-0.03885752241780138,0.5770833333333334
70,1.25,2.902173913043479,-0.019760876785121173,0.5655797101449275
75,1.1956521739130435,2.9565217391304355,-0.03885752241780138,0.5397644927536231
80,1.1521739130434783,2.8478260869565224,-0.0006642311524409639,0.5495471014492754
