percent,MAE,MSE,R2,MMRE
10,1.8055555555555556,7.083333333333332,-0.20725933719095235,0.6028490028490028
15,1.7777777777777777,7.555555555555555,-0.2877432930036825,0.5494301994301994
20,1.7777777777777777,7.5,-0.278274592319832,0.5448005698005698
25,1.6666666666666667,7.166666666666667,-0.22146238821672837,0.5151709401709401
30,1.7222222222222223,7.388888888888889,-0.2593371909521307,0.6392450142450142
35,1.6944444444444444,7.416666666666667,-0.26407154129405597,0.6077635327635327
40,1.6111111111111112,6.999999999999999,-0.19305628616517634,0.641096866096866
45,1.5833333333333333,7.083333333333332,-0.20725933719095235,0.6579950142450142
50,1.5,6.8888888888888875,-0.17411888479747506,0.574661680911681
55,1.7777777777777777,6.61111111111111,-0.12677538137822197,0.7699786324786325
60,1.5277777777777777,6.194444444444443,-0.055760126249342346,0.712571225071225
65,1.6666666666666667,6.666666666666665,-0.1362440820620725,0.8273860398860399
70,1.5555555555555556,5.999999999999998,-0.022619673855865274,0.7544693732193732
75,1.75,6.527777777777776,-0.11257233035244618,0.8739138176638177
80,1.5833333333333333,6.027777777777776,-0.02735402419779054,0.7720619658119658
