percent,MAE,MSE,R2,MMRE
10,1.1048387096774193,1.6068548387096775,-0.4718813296794948,1.6645161290322583
15,1.1048387096774193,1.6068548387096775,-0.4718813296794948,1.6645161290322583
20,1.0725806451612903,1.5423387096774193,-0.41278446324317875,1.6000000000000003
25,1.1048387096774193,1.6068548387096775,-0.4718813296794948,1.6645161290322583
30,1.0725806451612903,1.5423387096774193,-0.41278446324317875,1.6000000000000003
35,1.1048387096774193,1.6068548387096775,-0.4718813296794948,1.6645161290322583
40,1.0403225806451613,1.4778225806451613,-0.3536875968068629,1.5354838709677423
45,0.9758064516129032,1.3326612903225807,-0.2207196473251518,1.3258064516129033
50,0.9435483870967742,1.3971774193548387,-0.2798165137614679,1.3043010752688171
55,0.8467741935483871,1.3326612903225807,-0.2207196473251518,1.1698924731182796
60,0.8790322580645161,1.3165322580645162,-0.20594543071607285,1.2397849462365593
65,0.8467741935483871,1.3971774193548387,-0.2798165137614679,0.9666666666666667
70,0.75,0.9778225806451614,0.10431311807458588,0.8204301075268817
75,0.782258064516129,1.155241935483871,-0.058203264625283024,0.9763440860215055
80,0.8145161290322581,1.219758064516129,-0.11730013106159887,1.0408602150537636
