percent,MAE,MSE,R2,MMRE
10,2.037974683544304,9.962025316455692,-0.014605568066842212,0.70688088283025
15,2.2531645569620253,10.70886075949367,-0.09066875550768572,0.8770529049010062
20,2.632911392405063,10.531645569620252,-0.07261986357257033,1.3002190847127557
25,2.518987341772152,10.11392405063291,-0.030076046868369843,1.1916747809152872
30,2.392405063291139,9.430379746835442,0.03954110773850372,1.0942875689711131
35,2.3797468354430378,9.569620253164555,0.02535983550377019,1.0401979876663419
40,2.2278481012658227,9.468354430379746,0.03567348803812187,0.9490019474196688
45,2.1012658227848102,9.468354430379746,0.03567348803812187,0.8100778967867576
50,2.088607594936709,9.101265822784809,0.07306047847514652,0.8032213567023693
55,2.1139240506329116,9.683544303797465,0.013756976402624743,0.7707805907172995
60,2.050632911392405,9.493670886075947,0.033095074904534005,0.7316455696202532
65,2.1012658227848102,9.999999999999996,-0.018473187767224175,0.7336741317753975
70,2.0126582278481013,9.987341772151895,-0.017183981200430187,0.6465433300876339
75,2.0,9.974683544303794,-0.0158947746336362,0.6185897435897435
80,1.9240506329113924,9.92405063291139,-0.01073794836646047,0.5485475494969165
