percent,MAE,MSE,R2,MMRE
10,2.285714285714285,6.857142857142853,-3.1999999999999993,0.47619047619047616
15,1.1428571428571428,1.9999999999999987,-0.22499999999999987,0.3095238095238095
20,1.2857142857142858,2.4285714285714284,-0.4875000000000007,0.4047619047619048
25,1.1428571428571428,1.9999999999999987,-0.22499999999999987,0.3095238095238095
30,1.2857142857142858,2.142857142857142,-0.3125,0.3452380952380953
35,1.4285714285714286,3.142857142857142,-0.9250000000000003,0.4166666666666667
40,1.2857142857142858,2.714285714285713,-0.6625000000000001,0.380952380952381
45,1.5714285714285714,4.142857142857141,-1.5375,0.42857142857142855
50,1.5714285714285714,3.5714285714285703,-1.1875000000000004,0.39285714285714285
55,1.4285714285714286,3.4285714285714266,-1.0999999999999996,0.35714285714285715
60,1.2857142857142854,2.428571428571427,-0.4874999999999998,0.29761904761904756
65,1.571428571428571,3.571428571428569,-1.1874999999999996,0.35714285714285704
70,1.571428571428571,4.142857142857141,-1.5375,0.34523809523809523
75,1.571428571428571,3.571428571428569,-1.1874999999999996,0.35714285714285704
80,1.571428571428571,3.857142857142854,-1.3624999999999994,0.32142857142857145
