percent,MAE,MSE,R2,MMRE
10,1.807625649913345,6.878682842287695,-0.1679256521956427,0.44895791672221486
15,1.805892547660312,6.734835355285963,-0.14350191091767917,0.46530462604986
20,1.8214904679376083,6.538994800693241,-0.11025031134647523,0.4718015375727681
25,1.8630849220103987,6.570190641247834,-0.1155470263224192,0.49011909523174685
30,1.7608318890814558,6.10051993067591,-0.03580203974015195,0.46910634137670537
35,1.7469670710571923,6.027729636048527,-0.023443038129616012,0.4743778607296806
40,1.7712305025996533,6.0693240901213175,-0.030505324764207975,0.48331777985157537
45,1.7279029462738302,5.967071057192373,-0.013143870120835954,0.4581511354041683
50,1.681109185441941,5.885615251299827,0.0006864412052398627,0.4504743811936186
55,1.7504332755632583,6.093587521663777,-0.03462499196771973,0.4697051504243879
60,1.6880415944540728,5.7954939341421134,0.015988062246855894,0.4394591832200151
65,1.6533795493934142,5.816291161178508,0.012456918929559913,0.42515331289161445
70,1.6499133448873484,5.681109185441941,0.03540935049198357,0.4307981158067813
75,1.6724436741767765,5.845753899480068,0.0074544658967239386,0.43855263742612094
80,1.6689774696707105,5.710571923743501,0.030406897459147597,0.43474425632137936
