window,MAE,MSE,R2,MMRE
1,2.413793103448276,11.137931034482753,0.4382271800407821,0.7654509283819629
2,3.0517241379310347,15.603448275862062,-0.03955003663874179,0.8281167108753315
3,2.8275862068965516,14.448275862068959,0.09390205253444195,0.5993479221927496
4,3.1034482758620685,15.86206896551723,-0.19328219692734305,0.5016230895541239
5,2.6206896551724137,11.689655172413786,-0.05752319483662771,0.5286030061892131
6,2.689655172413793,11.758620689655164,-0.4198133524766692,0.30561450044208666
7,2.672413793103448,10.982758620689646,0.0016753134457413443,0.37893457117595053
8,2.293103448275862,9.120689655172407,-0.026394139096109548,0.42235853227232534
9,2.6206896551724137,10.62068965517241,-0.04257492194111312,0.4348474801061008
10,2.206896551724138,8.034482758620685,0.1232645646814583,0.42537577365163576
11,2.8965517241379315,12.379310344827584,-0.09774356811471963,1.3397214854111406
